Nitrogen,Phosphorus,Potassium,Temperature,Humidity,Soil_pH,Rainfall,Crop,State,District,Latitude,Longitude,Altitude,Soil_Type,Organic_Carbon,Electrical_Conductivity,Groundwater_Level,Soil_Moisture,Agro_Climatic_Zone,Water_Availability,Irrigation_Type,Season,Month,Wind_Speed,Solar_Radiation,Sunshine_Hours,NPK_Total,NPK_Ratio_N,NPK_Ratio_P,NPK_Ratio_K,Fertility_Index,Crop_Suitability_Score,Rainfall_Category,Temperature_Category,Soil_Fertility_Index,Rainfall_Category_Code,Temperature_Category_Code,Season_Code
79,42,37,24.87300744,82.84022551,6.587918708,295.6094492,rice,Odisha,Ganjam,20.185615,83.965311,200.1,Alluvial,0.407,0.404,6.76,22.49,East Coast Plains and Hills Region,Medium,Flood,Kharif,June,10.6,14.93,5.59,158,0.4999999683544324,0.26582276798590077,0.23417720036853162,42.72,0.5054738825958947,High,Moderate,27.3093770196555,2,1,1
78,43,42,21.32376327,83.00320459,7.283736617,192.3197536,rice,Odisha,Ganjam,19.649771,83.75697,76.9,Clayey,0.64,0.853,6.93,35.78,East Coast Plains and Hills Region,Medium,Flood,Kharif,June,9.34,15.75,6.83,163,0.47852757800444307,0.26380366479732115,0.25766869584854624,43.36,0.6228900943075818,High,Moderate,33.509902350960004,2,1,1
75,54,36,26.29465461,84.56919326,7.023936392,257.4914906,rice,Punjab,Ludhiana,31.427898,75.371213,269.7,Alluvial,0.594,0.586,18.93,25.45,Trans-Gangetic Plains Region,High,Canal,Kharif,July,6.69,17.02,6.66,165,0.4545454269972468,0.32727270743801773,0.21818180495867848,44.7,0.5116953947229876,High,Moderate,34.931067349859994,2,2,1
97,36,45,22.2286982,81.85872947,6.939083505,278.0791793,rice,West Bengal,Bardhaman,22.594336,87.332086,24.7,Alluvial,0.768,0.169,3.35,26.64,Lower Gangetic Plains Region,High,Canal,Kharif,July,6.76,15.95,5.61,178,0.5449437896098994,0.20224717964903485,0.2528089745612936,49.06,0.41510633696765864,High,Moderate,51.71002586704,2,1,1
67,47,44,26.73072391,81.78596776,7.868474653,280.4044392,rice,Odisha,Puri,20.005242,84.394272,70.6,Alluvial,0.886,0.387,3.05,30.03,East Coast Plains and Hills Region,Medium,Canal,Kharif,July,6.29,16.74,6.74,158,0.4240506060727464,0.2974683356032699,0.2784809950328484,43.12,0.4080588160201079,High,Moderate,32.584688269838416,2,2,1
73,35,38,24.88921174,81.97927117,5.005306977,185.9461429,rice,Tamil Nadu,Coimbatore,11.008375,79.223052,129.6,Alluvial,0.842,0.132,13.03,33.51,East Coast Plains and Hills Region,High,Canal,Kharif,July,9.54,19.57,6.61,146,0.499999965753427,0.2397260109776705,0.26027395477575654,40.29,0.6258183333212511,High,Moderate,26.98651627241558,2,1,1
77,36,37,26.88444878,81.46033732,6.136131869,194.5766559,rice,Punjab,Amritsar,31.51286,75.459851,291.1,Alluvial,0.642,0.504,26.7,28.26,Trans-Gangetic Plains Region,High,Flood,Kharif,July,7.63,17.44,7.36,150,0.5133332991111134,0.23999998400000105,0.2466666502222233,43.29,0.7563918521896924,High,Moderate,37.162209990260244,2,2,1
81,41,38,22.67846116,83.72874389,7.524080076,200.9133156,rice,Andhra Pradesh,Krishna,16.216711,80.487839,271.3,Alluvial,0.806,0.408,6.58,30.15,East Coast Plains and Hills Region,High,Flood,Kharif,June,13.34,17.07,4.97,160,0.506249968359377,0.256249983984376,0.23749998515625093,44.36,0.6027127482736715,High,Moderate,37.226825348141,2,1,1
68,57,43,26.08867875,80.37979919,5.706943251,182.9043504,rice,Odisha,Ganjam,20.957345,83.838651,277.9,Alluvial,0.435,0.314,4.27,21.16,East Coast Plains and Hills Region,Medium,Flood,Kharif,June,10.64,17.49,5.75,168,0.40476188066893565,0.33928569409013726,0.2559523657171211,41.34,0.6914944113500033,High,Moderate,22.8804841547425,2,2,1
72,45,35,25.42977518,82.94682591,5.758506323,195.3574542,rice,Punjab,Amritsar,31.443499,75.349511,218.6,Alluvial,0.686,0.501,26.95,34.32,Trans-Gangetic Plains Region,High,Flood,Kharif,July,13.27,19.18,7.94,152,0.47368417936288293,0.29605261210180184,0.23026314274584586,42.76,0.7520800589469108,High,Moderate,34.08537742671599,2,1,1
61,53,43,26.40323239,81.05635517,6.349606327,223.3671883,rice,Andhra Pradesh,Guntur,16.202497,78.848611,427.0,Clayey,0.59,0.641,5.2,40.56,East Coast Plains and Hills Region,High,Canal,Kharif,June,6.07,17.89,5.29,157,0.3885350070996811,0.3375795963325098,0.27388533287354566,44.3,0.6108151060844453,High,Moderate,37.26810141328166,2,2,1
67,43,39,26.04371967,84.96907151,5.999969026,186.7536773,rice,Andhra Pradesh,Anantapur,16.523606,78.979325,398.0,Alluvial,0.862,0.328,6.32,24.73,East Coast Plains and Hills Region,High,Canal,Kharif,July,10.38,17.33,6.4,149,0.4496643993513826,0.28859058465835,0.26174494887617794,45.37,0.8077588680440412,High,Moderate,46.15234485049032,2,2,1
67,58,39,25.2827223,80.54372813,5.453592032,220.1156708,rice,Tamil Nadu,Coimbatore,12.589932,78.784854,238.0,Clayey,0.815,0.227,11.25,41.8,East Coast Plains and Hills Region,Medium,Flood,Kharif,June,8.99,16.76,5.42,164,0.4085365604550878,0.35365851502082224,0.23780486354848393,45.02,0.5553054308365664,High,Moderate,37.08446774578,2,1,1
66,60,38,22.08576562,83.47038318,6.372576327,231.7364957,rice,Tamil Nadu,Madurai,11.075673,78.481646,225.3,Alluvial,0.598,0.214,14.85,25.31,East Coast Plains and Hills Region,Low,Flood,Kharif,July,12.3,18.19,5.41,164,0.4024389998512805,0.3658536362284368,0.23170730294467665,46.15,0.5041880665566241,High,Moderate,39.938864962444505,2,1,1
82,43,38,23.28617173,81.43321641,5.105588355,242.3170629,rice,Punjab,Bathinda,31.235558,75.541287,236.7,Alluvial,0.88,0.336,18.09,23.34,Trans-Gangetic Plains Region,High,Flood,Kharif,June,15.15,17.22,6.68,163,0.5030674537995427,0.26380366479732115,0.23312882005344662,44.29,0.5535483370669484,High,Moderate,33.615668192516665,2,1,1
84,50,44,25.48591986,81.40633547,5.935344406,182.6549356,rice,Odisha,Balasore,21.504304,84.049763,186.3,Clayey,0.577,0.254,5.5,37.24,East Coast Plains and Hills Region,High,Flood,Kharif,June,10.98,16.56,5.88,178,0.47191008584774796,0.2808988606236595,0.24719099734882036,45.98,0.8454696074321215,High,Moderate,36.18373834824649,2,1,1
81,53,42,23.67575393,81.03569343,5.17782304,233.7034975,rice,Odisha,Cuttack,20.826878,84.322744,269.2,Clayey,0.811,0.75,9.76,36.38,East Coast Plains and Hills Region,High,Flood,Kharif,June,9.59,14.89,5.2,176,0.46022724657799735,0.30113634652634397,0.2386363500774801,45.67,0.5467167195857459,High,Moderate,34.528130068039985,2,1,1
91,50,40,20.82477109,84.1341879,6.462391607,230.2242223,rice,Odisha,Cuttack,20.458581,83.898837,42.0,Alluvial,0.51,0.135,4.23,21.27,East Coast Plains and Hills Region,High,Flood,Kharif,June,12.17,17.73,5.68,181,0.5027624031622981,0.2762430786606034,0.2209944629284827,48.22,0.5938890786682844,High,Moderate,39.9108209253075,2,1,1
93,53,38,26.92995077,81.91411159,7.069172227,290.6793783,rice,Andhra Pradesh,Krishna,17.306325,80.254985,49.1,Clayey,0.732,0.597,10.59,38.66,East Coast Plains and Hills Region,Medium,Canal,Kharif,July,15.8,17.2,5.48,184,0.5054347551394155,0.28804346260633357,0.20652172790642784,49.62,0.4511689660992382,High,Moderate,47.8204593643425,2,2,1
90,44,38,23.83509503,83.88387074,7.473134377,241.2013513,rice,West Bengal,Hooghly,23.544136,87.062121,25.3,Alluvial,0.453,0.549,5.15,31.85,Lower Gangetic Plains Region,Low,Canal,Kharif,July,8.63,15.39,5.29,172,0.5232557835316405,0.2558139386154687,0.22093021971335933,41.9,0.5485541373758237,High,Moderate,23.183795712279753,2,1,1
81,45,35,26.52872817,80.12267476,6.158376967,218.9163567,rice,Uttar Pradesh,Lucknow,26.347738,81.28853,141.6,Alluvial,0.662,0.465,10.71,23.61,Upper Gangetic Plains Region,High,Flood,Kharif,July,10.56,16.06,5.31,161,0.5031055588133193,0.27950308822962183,0.21739129084526143,45.79,0.7748806479889323,High,Moderate,41.356370475618995,2,2,1
78,40,38,26.46428311,83.85642678,7.549873681,248.2256491,rice,Uttar Pradesh,Varanasi,26.075876,81.146025,137.4,Alluvial,0.854,0.48,9.01,24.24,Upper Gangetic Plains Region,Medium,Flood,Kharif,July,7.58,17.62,6.74,156,0.49999996794872,0.25641023997370255,0.24358972797501743,44.19,0.5253884016209905,High,Moderate,37.8880291886915,2,2,1
60,51,36,22.69657794,82.81088865,6.028321558,256.9964761,rice,Odisha,Balasore,20.305618,84.670888,278.4,Clayey,0.534,0.596,5.12,38.78,East Coast Plains and Hills Region,High,Flood,Kharif,June,13.16,17.12,5.71,147,0.4081632375399158,0.3469387519089284,0.24489794252394947,40.89,0.4837377009197417,High,Moderate,28.183832487415494,2,1,1
88,46,42,22.68319059,83.46358271,6.604993475,194.2651719,rice,Tamil Nadu,Madurai,11.097641,79.004556,432.0,Clayey,0.592,0.816,5.16,36.38,East Coast Plains and Hills Region,High,Canal,Kharif,July,9.44,19.18,5.73,176,0.4999999715909107,0.26136362151343057,0.2386363500774801,47.99,0.7518073132885654,High,Moderate,43.988659145199996,2,1,1
93,47,37,21.53346343,82.14004101,6.500343222,295.9248796,rice,Tamil Nadu,Thanjavur,10.144766,79.036505,177.3,Clayey,0.737,0.369,5.16,41.36,East Coast Plains and Hills Region,Medium,Flood,Kharif,June,5.27,17.81,5.9,177,0.5254236991286045,0.2655367081617679,0.20903953621245558,51.0,0.4572533601089136,High,Moderate,57.479423180036,2,1,1
60,55,45,21.40865769,83.3293191,5.935745417,287.5766935,rice,West Bengal,Bardhaman,22.943007,87.482744,41.8,Alluvial,0.556,0.537,2.1,22.73,Lower Gangetic Plains Region,Low,Canal,Kharif,June,8.27,15.85,5.51,160,0.37499997656250145,0.34374997851562633,0.2812499824218761,42.4,0.3810716584847574,High,Moderate,30.471175166669997,2,1,1
78,35,44,26.54348085,84.67353597,7.072655622,183.6222657,rice,Andhra Pradesh,Krishna,15.045387,80.378382,488.5,Alluvial,0.8,0.496,9.0,34.62,East Coast Plains and Hills Region,Medium,Flood,Kharif,June,8.43,16.54,6.55,157,0.4968152549799201,0.22292992210637438,0.2802547592194421,45.24,0.6908983878739754,High,Moderate,44.4204021174,2,2,1
65,37,40,23.35905428,83.59512273,5.333322606,188.413665,rice,Uttar Pradesh,Lucknow,26.877492,80.635633,198.2,Clayey,0.853,0.312,5.82,36.0,Upper Gangetic Plains Region,High,Flood,Kharif,July,9.2,15.53,6.49,142,0.4577464466375742,0.2605633619321576,0.28169012100773794,41.0,0.6127753319262386,High,Moderate,31.993236408864092,2,1,1
71,54,16,22.61359953,63.69070564,5.749914421,87.75953857,maize,Madhya Pradesh,Bhopal,24.286188,77.836829,570.8,Loamy,0.893,0.169,7.06,36.27,Central Plateau and Hills Region,High,Tube Well,Kharif,July,10.98,17.85,7.08,141,0.5035460635782933,0.38297869624264563,0.11347516925708019,45.08,0.38076881678037056,Medium,Moderate,41.35548947953257,1,1,1
61,44,17,26.10018422,71.57476937,6.931756558,102.2662445,maize,Karnataka,Mysuru,14.975205,75.840663,849.8,Loamy,0.507,0.271,8.09,26.46,Southern Plateau and Hills Region,Medium,Canal,Kharif,June,5.39,19.21,5.65,122,0.49999995901639677,0.3606557081429747,0.13934425087342206,37.73,0.44398374568936044,Medium,Moderate,23.166518938130746,1,2,1
80,43,16,23.55882094,71.59351368,6.657964753,66.71995467,maize,Karnataka,Chikkamagaluru,15.673662,75.915207,828.0,Loamy,1.081,0.484,13.96,32.26,Southern Plateau and Hills Region,High,Tube Well,Kharif,June,9.71,16.37,7.12,139,0.5755395269396024,0.30935249573003626,0.11510790538792047,49.87,0.4126085985695229,Low,Moderate,63.62097211239494,0,1,1
73,58,21,19.97215954,57.68272924,6.596060648,60.65171481,maize,Madhya Pradesh,Bhopal,23.810317,78.56585,554.6,Alluvial,0.485,0.316,16.17,31.72,Central Plateau and Hills Region,Low,Canal,Kharif,June,6.98,16.06,5.84,152,0.4802631262984785,0.3815789222645446,0.13815788564750753,43.94,0.3175879717226549,Low,Cool,31.043716660245003,0,1,1
61,38,20,18.47891261,62.69503871,5.970458434,65.43835393,maize,Bihar,Bhagalpur,25.773803,86.422159,84.1,Alluvial,0.773,0.159,8.56,33.95,Middle Gangetic Plains Region,Medium,Tube Well,Kharif,July,5.87,15.17,5.66,119,0.5126049989407564,0.3193277042581761,0.16806721276746112,40.16,0.3101359661830936,Low,Cool,33.25998776847817,0,1,1
68,41,16,21.77689322,57.80840636,6.158830619,102.0861694,maize,Uttar Pradesh,Meerut,27.267131,80.994748,212.8,Alluvial,0.679,0.287,6.53,32.93,Upper Gangetic Plains Region,Medium,Canal,Kharif,June,7.88,15.62,6.66,125,0.5439999564800034,0.3279999737600021,0.12799998976000082,41.08,0.43602725413137355,Medium,Moderate,33.32367807097262,1,1,1
93,41,17,25.6217169,66.50415474,6.047906679,105.4654703,maize,Karnataka,Chikkamagaluru,15.900495,75.308631,791.4,Loamy,0.737,0.53,11.25,37.99,Southern Plateau and Hills Region,Medium,Canal,Kharif,June,11.88,17.79,5.55,151,0.6158939989474173,0.27152316082628075,0.11258277400114079,45.96,0.528367450491425,Medium,Moderate,42.72011431012324,1,1,1
89,60,19,25.19192419,66.6902901,5.913664501,78.06639649,maize,Rajasthan,Kota,26.780198,74.094221,191.0,Alluvial,0.488,0.567,31.99,33.59,Western Dry Region,Medium,Tube Well,Kharif,June,15.76,20.55,8.55,168,0.5297618732284599,0.357142835884355,0.11309523136337908,44.85,0.4199098956900886,Medium,Moderate,29.10316199822434,0,1,1
76,44,17,20.41683147,62.5542482,5.855442401,65.27798457,maize,Madhya Pradesh,Ujjain,24.617421,77.799471,427.3,Loamy,0.679,0.483,8.42,25.9,Central Plateau and Hills Region,Medium,Canal,Kharif,July,13.58,17.6,7.17,137,0.5547444850551471,0.3211678597687693,0.12408758218338815,41.82,0.3736939770962087,Low,Moderate,32.45338354441138,0,1,1
67,60,25,24.92162194,66.78627406,5.750254943,109.2162279,maize,Karnataka,Belagavi,15.224071,75.956036,728.4,Alluvial,0.759,0.575,9.21,27.19,Southern Plateau and Hills Region,Medium,Canal,Kharif,June,7.79,18.77,5.41,152,0.44078944468490494,0.39473681613573575,0.1644736733898899,44.51,0.441533009402243,Medium,Moderate,37.218935475352126,1,1,1
70,44,19,23.31689124,73.4541537,5.852607099,94.29712821,maize,Uttar Pradesh,Lucknow,25.933523,80.312441,185.1,Alluvial,0.757,0.484,10.04,22.56,Upper Gangetic Plains Region,High,Canal,Kharif,July,7.72,14.99,6.64,133,0.5263157499010714,0.33082704279495917,0.1428571321160051,42.0,0.45359879380321827,Medium,Moderate,34.8022148408028,1,1,1
90,49,21,24.84016732,68.3584573,6.472523287,74.05474936,maize,Uttar Pradesh,Kanpur,27.457975,80.494561,154.5,Loamy,1.052,0.309,7.29,29.57,Upper Gangetic Plains Region,High,Tube Well,Kharif,July,8.44,17.75,6.14,160,0.5624999648437522,0.3062499808593762,0.13124999179687552,53.4,0.46690414814204834,Medium,Moderate,74.26849432569499,0,1,1
62,52,16,22.27526694,58.84015925,6.967057762,63.87020584,maize,Uttar Pradesh,Lucknow,27.49617,80.069944,155.7,Loamy,0.792,0.173,9.86,36.56,Upper Gangetic Plains Region,Medium,Canal,Kharif,July,6.62,14.02,6.2,130,0.4769230402366892,0.3999999692307716,0.12307691360946818,42.97,0.3113038038259971,Low,Moderate,37.781366422008006,0,1,1
92,44,16,18.87751445,65.76816093,6.082973754,94.76189431,maize,Karnataka,Belagavi,14.811703,76.148017,392.4,Loamy,0.869,0.357,14.17,23.65,Southern Plateau and Hills Region,Medium,Canal,Kharif,June,8.49,14.92,5.06,152,0.6052631180747948,0.2894736651662062,0.10526315096952954,48.17,0.4190114171683406,Medium,Cool,51.25179572249367,1,1,1
66,54,21,25.19008683,60.2001687,5.919045532,72.12375573,maize,Karnataka,Mysuru,16.246369,76.925232,329.0,Loamy,0.918,0.301,6.02,36.85,Southern Plateau and Hills Region,High,Canal,Kharif,July,9.28,18.89,5.05,141,0.4680850731854558,0.38297869624264563,0.14893615964991774,45.76,0.4032061935086796,Medium,Moderate,45.246432391911,0,1,1
63,58,22,18.25405352,55.28220433,6.204747653,63.72358154,maize,Madhya Pradesh,Ujjain,23.24881,78.775761,572.7,Loamy,1.023,0.199,14.82,29.81,Central Plateau and Hills Region,High,Canal,Kharif,July,8.21,16.92,7.64,143,0.4405594097510902,0.40559437723116243,0.1538461430876823,48.72,0.30587288264622325,Low,Cool,56.7226154048895,0,1,1
70,47,17,24.6129118,70.4162444,6.600827017,104.1626147,maize,Bihar,Patna,25.638325,85.694569,63.5,Loamy,0.578,0.192,9.98,36.29,Middle Gangetic Plains Region,Medium,Tube Well,Kharif,June,5.75,16.15,4.0,134,0.5223880207173118,0.35074624248162367,0.1268656621742043,42.28,0.4757233598561367,Medium,Moderate,32.955865688755324,1,1,1
61,41,17,25.1420613,65.26185135,6.021902237,76.68456006,maize,Rajasthan,Jaipur,26.377792,74.701269,297.7,Alluvial,0.658,0.202,16.92,24.9,Western Dry Region,High,Tube Well,Kharif,June,9.05,18.12,7.32,119,0.5126049989407564,0.3445377861732953,0.14285713085234195,39.05,0.4127665797386003,Medium,Moderate,28.901419953059502,0,1,1
66,53,19,23.09348056,60.1159381,6.033550195,65.49730729,maize,Madhya Pradesh,Ujjain,24.554933,78.512563,336.1,Loamy,0.549,0.211,13.1,31.94,Central Plateau and Hills Region,High,Tube Well,Kharif,June,10.54,16.73,7.46,138,0.47826083490863514,0.384057943184207,0.13768114944339496,40.85,0.37073204647675173,Low,Moderate,27.8183811411,0,1,1
74,55,19,18.05033737,62.89366992,6.28886807,84.23613484,maize,Karnataka,Hassan,14.786223,76.043,692.3,Loamy,1.096,0.232,9.87,32.74,Southern Plateau and Hills Region,High,Canal,Kharif,July,8.27,16.79,5.94,148,0.4999999662162185,0.3716215965120543,0.12837836970416422,51.22,0.35406999882174583,Medium,Cool,65.97160381854002,1,1,1
77,57,21,24.9321581,73.80435276,6.550563823,79.74078719,maize,Rajasthan,Kota,27.95466,73.167095,342.1,Loamy,0.505,0.452,39.76,34.37,Western Dry Region,Low,Tube Well,Kharif,June,11.22,20.34,7.0,155,0.49677416149844117,0.36774191175858634,0.1354838622268476,44.94,0.42453163464519156,Medium,Moderate,33.63709066694458,0,1,1
99,50,15,18.14710054,71.09445342,5.573286437,88.07753741,maize,Karnataka,Hassan,14.714432,74.832911,685.4,Loamy,0.925,0.303,15.18,23.07,Southern Plateau and Hills Region,Low,Tube Well,Kharif,July,12.13,17.15,6.05,164,0.6036584997769208,0.304878030190364,0.0914634090571092,48.93,0.33073161647991434,Medium,Cool,47.22557762279064,1,1,1
74,56,22,18.28362235,66.65952796,6.829199275,80.97573281,maize,Karnataka,Chikkamagaluru,14.112528,75.953007,521.7,Loamy,0.867,0.325,12.37,32.04,Southern Plateau and Hills Region,High,Canal,Kharif,July,8.27,17.36,4.97,152,0.48684207323407414,0.3684210283933534,0.1447368325831031,48.05,0.32620286593446113,Medium,Cool,51.135818381031264,1,1,1
83,45,21,18.83344471,58.75082029,5.716222912,79.7532896,maize,Bihar,Muzaffarpur,25.840108,85.33767,91.8,Alluvial,0.513,0.197,9.54,24.39,Middle Gangetic Plains Region,High,Tube Well,Kharif,July,4.55,16.76,4.95,149,0.5570469424800709,0.30201340254943604,0.1409395878564035,40.78,0.40297692193976997,Medium,Cool,25.10703531432,0,1,1
100,48,16,25.71895816,67.22190688,5.54990242,74.51490791,maize,Bihar,Gaya,24.698469,85.662924,84.5,Loamy,0.832,0.389,6.04,36.78,Middle Gangetic Plains Region,High,Tube Well,Kharif,July,7.61,14.6,4.58,164,0.609756060380728,0.29268290898274946,0.09756096966091649,47.48,0.41042083930750856,Medium,Moderate,42.06946406485332,0,1,1
79,51,16,25.33797709,68.49835977,6.586244581,96.46380213,maize,Uttar Pradesh,Meerut,27.030535,81.087642,298.4,Loamy,0.971,0.534,6.48,37.3,Upper Gangetic Plains Region,Low,Tube Well,Kharif,July,5.25,17.92,6.5,146,0.5410958533495991,0.3493150445674627,0.10958903358979222,49.93,0.47655330947976404,Medium,Moderate,60.9469006927472,1,1,1
94,39,18,23.89114571,57.48775781,5.893093135,102.8301942,maize,Rajasthan,Jaipur,26.282238,73.468784,222.1,Alluvial,0.466,0.54,18.59,30.76,Western Dry Region,Medium,Tube Well,Kharif,July,14.52,19.97,7.92,151,0.6225165150651314,0.2582781285908524,0.11920529011885496,41.5,0.4709576308866387,Medium,Moderate,25.416842762407082,1,1,1
75,49,15,21.53574127,71.50905983,5.918263801,102.4852929,maize,Rajasthan,Jodhpur,26.464763,73.89476,291.8,Loamy,1.095,0.453,24.57,37.49,Western Dry Region,High,Tube Well,Kharif,July,9.39,20.3,8.32,139,0.5395683065058772,0.35251796025050647,0.10791366130117544,48.29,0.4324939037027811,Medium,Moderate,54.28397667294751,1,1,1
78,48,22,23.08974909,63.10459626,5.588650585,70.43473609,maize,Madhya Pradesh,Bhopal,23.852635,79.410238,308.4,Loamy,0.528,0.408,10.63,32.33,Central Plateau and Hills Region,High,Tube Well,Kharif,July,9.38,18.9,6.46,148,0.5270269914170952,0.3243243024105201,0.14864863860482172,40.17,0.41254010000796804,Low,Moderate,23.98606331814,0,1,1
87,54,20,25.61707368,63.4711755,6.576418207,108.8303762,maize,Rajasthan,Jaipur,27.242021,73.461412,372.5,Loamy,0.869,0.448,20.94,32.13,Western Dry Region,High,Tube Well,Kharif,June,11.35,21.06,6.86,161,0.5403726372439356,0.3354037058755462,0.12422359476872082,50.95,0.5209815358590466,Medium,Moderate,60.339073730278756,1,1,1
87,35,25,21.44526922,63.1621551,6.178056304,65.88951188,maize,Uttar Pradesh,Kanpur,26.436045,80.049281,284.7,Loamy,0.93,0.438,4.05,30.84,Upper Gangetic Plains Region,High,Canal,Kharif,July,9.62,14.45,5.35,147,0.5918366944328779,0.23809522189828422,0.1700680156416316,47.82,0.4146226482967113,Low,Moderate,54.79303197984001,0,1,1
63,43,19,18.51816776,55.53128131,6.641906353,90.988051,maize,Karnataka,Mysuru,15.698046,77.369752,583.6,Alluvial,0.879,0.171,8.04,20.39,Southern Plateau and Hills Region,High,Canal,Kharif,June,10.53,16.34,5.51,125,0.5039999596800032,0.3439999724800022,0.15199998784000096,44.45,0.35422694752600536,Medium,Cool,45.84882376176225,1,1,1
84,57,25,22.53510514,67.99257471,6.489040367,64.40866039,maize,Rajasthan,Jaipur,25.786388,74.269882,351.8,Loamy,0.684,0.426,22.27,31.72,Western Dry Region,Medium,Tube Well,Kharif,June,10.7,19.03,7.11,166,0.5060240659021646,0.3433734732907546,0.15060240056612045,49.21,0.40240329512823947,Low,Moderate,49.579212567429,0,1,1
64,35,23,23.02038334,61.89472002,5.680361038,63.03843397,maize,Karnataka,Belagavi,15.484123,76.433183,593.5,Loamy,1.036,0.349,6.02,31.79,Southern Plateau and Hills Region,Medium,Tube Well,Kharif,July,12.43,18.15,5.38,122,0.5245901209352359,0.2868852223864572,0.18852457471110043,42.78,0.34436791071372375,Low,Moderate,40.47113480034333,0,1,1
